event-id,timestamp,location-long,location-lat,external-temperature,gps:dop,height-raw,sensor-type,tag-local-identifier,individual-local-identifier
9710502818,2012-11-14 06:30,-111.138667,56.795896,0.0,3.8,417.97,gps,32258,32258
9710512703,2013-03-21 01:00,-111.866619,57.272268,-2.0,2.0,319.39,gps,33673,33673
9710475460,2014-01-27 00:00,-111.471533,57.675554,-20.0,1.6,244.55,gps,32254,32254
9710510419,2013-02-01 01:30,-111.811331,57.221391,-16.0,2.0,297.45,gps,33673,33673
9710438180,2013-04-19 21:00,-111.434655,57.361294,16.0,3.2,287.35,gps,32251,32251
9710529312,2012-04-08 14:45,-111.98125,56.644601,4.0,3.6,445.84,gps,32270,32270
9710414882,2013-02-08 07:50,-111.840189,57.439496,3.0,1.8,320.1,gps,33667,33667
9710505123,2013-01-12 13:20,-111.648134,56.62839,-8.0,0.6,236.0,gps,33672,33672
9710412215,2013-04-20 02:30,-111.879576,56.538209,8.0,1.6,436.84,gps,32267,32267
9710515087,2013-02-18 11:20,-112.529185,56.155924,1.0,4.8,490.27,gps,33674,33674
9710441968,2013-12-09 22:00,-111.655418,57.354394,-7.0,3.2,257.08,gps,32251,32251
9710394347,2012-11-23 00:30,-111.653533,57.406608,-9.0,0.6,215.9,gps,32264,32264
9710296920,2014-01-18 23:40,-112.06858,57.043556,5.0,2.6,435.86,gps,13790,13790
9710375834,2012-07-06 10:00,-111.575154,57.422437,15.0,3.6,267.61,gps,32262,32262_33668
9710393655,2012-11-15 19:15,-111.759106,57.550619,0.0,1.6,302.77,gps,32264,32264
9710492986,2012-06-20 03:30,-112.323904,56.845518,16.0,1.8,439.23,gps,32259,32259
9710512810,2013-03-23 06:30,-111.894133,57.304082,-3.0,2.0,320.89,gps,33673,33673
9710461316,2012-11-13 16:45,-112.232993,57.142668,-1.0,1.8,388.59,gps,32252,32252
9710445408,2013-06-08 15:30,-111.669761,60.067548,13.0,2.0,197.15,gps,33679,33679
9710400015,2012-04-03 01:00,-111.968198,57.232153,14.0,6.4,319.05,gps,32266,32266
9710503461,2012-11-21 00:00,-111.196668,56.900274,-1.0,3.8,253.6,gps,32258,32258
9710344553,2012-06-17 08:30,-112.029799,56.919802,15.0,1.6,403.61,gps,32269,32269_33678
9710413322,2013-06-17 20:45,-112.721146,56.713789,43.0,2.2,453.56,gps,32267,32267
9710376311,2012-09-10 01:00,-111.637704,57.431287,24.0,2.0,207.54,gps,32262,32262_33668
9710324623,2013-02-07 02:50,-111.859519,57.063547,1.0,1.8,355.02,gps,33670,33670
9710449076,2013-12-31 10:00,-111.642905,59.969043,-12.0,1.8,168.86,gps,33679,33679
9710304453,2014-01-25 17:50,-111.438125,56.910454,6.0,3.2,214.2,gps,13792,13792
9710442690,2013-01-28 22:00,-111.530433,57.58583,-9.0,2.0,262.31,gps,33679,33679
9710313610,2014-03-06 19:40,-111.327738,56.732566,9.0,1.8,322.84,gps,13794,13794
9710363603,2014-01-25 21:40,-111.512949,56.690491,6.0,2.2,357.11,gps,32261,32261B
9710360615,2013-03-27 09:00,-111.437567,56.805811,3.0,3.6,271.5,gps,32261,32261B
9710327891,2014-01-15 01:10,-111.828451,56.946743,0.0,1.6,394.07,gps,33678,33678B
9710497284,2013-04-17 09:45,-111.935834,56.938489,1.0,0.6,376.65,gps,32259,32259
9710529905,2012-04-14 19:00,-111.964884,56.59772,4.0,1.6,365.92,gps,32270,32270
9710318250,2013-04-13 20:30,-111.391763,56.787558,11.0,3.2,284.75,gps,33677,33677
9710472410,2013-04-14 08:15,-112.175163,56.617432,9.0,1.6,451.94,gps,32255,32255
9710499781,2012-04-14 04:15,-111.319578,57.065128,10.0,1.8,332.75,gps,32258,32258
9710434097,2012-08-04 19:00,-111.634931,57.422443,25.0,3.2,231.6,gps,32251,32251
9710364459,2014-01-31 20:20,-111.681094,56.713558,-1.0,1.6,415.42,gps,32261,32261B
9710519055,2014-02-19 20:50,-112.656665,56.121731,11.0,2.2,507.66,gps,33674,33674
9710493974,2012-10-14 04:00,-112.065002,56.91732,10.0,1.8,411.84,gps,32259,32259
9710362511,2014-01-18 07:30,-111.59837,56.72318,11.0,1.6,395.08,gps,32261,32261B
9710311396,2014-02-19 10:40,-111.344607,56.731015,2.0,3.4,321.3,gps,13794,13794
9710500840,2012-06-13 08:30,-111.134495,56.855278,17.0,2.2,425.65,gps,32258,32258
